geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:1904018,positive regulation of vasculature development (GO:1904018),102,14,7.054555337,1.984533303,0.010382621,0.147796336,2152;2246;51129;358;947;5740;2247;10411;3373;7010;79924;306;8038;126393,FGF1;HSPB6;FGF2;RAPGEF3;AQP1;F3;HYAL1;CD34;ANGPTL4;ADM2;PTGIS;ANXA3;ADAM12;TEK
GO:0008277,regulation of G protein-coupled receptor signaling pathway (GO:0008277),82,12,5.671309192,2.115913556,0.010425162,0.147796336,11343;5653;1906;25818;1259;112609;114804;5997;9628;2788;9397;5999,RGS6;RGS2;NMT2;MGLL;MRAP2;RGS4;GNG7;CNGA1;EDN1;KLK5;RNF157;KLK6
GO:0045216,cell-cell junction organization (GO:0045216),82,12,5.671309192,2.115913556,0.010425162,0.147796336,253559;57863;1000;1009;57502;84612;7122;1828;83660;5317;55679;27134,LIMS2;CLDN5;CADM3;DSG1;CDH11;TLN2;PKP1;NLGN4X;PARD6B;CDH2;CADM2;TJP3
GO:0045599,negative regulation of fat cell differentiation (GO:0045599),36,7,2.48984306,2.811422179,0.01055063,0.148524214,3569;2625;2308;9370;1869;57761;862,ADIPOQ;E2F1;FOXO1;RUNX1T1;TRIB3;IL6;GATA3
GO:0001895,retina homeostasis (GO:0001895),36,7,2.48984306,2.811422179,0.01055063,0.148524214,4057;7018;482;213;5304;5284;124220,TF;ALB;PIGR;ATP1B2;ZG16B;LTF;PIP
GO:0034508,centromere complex assembly (GO:0034508),36,7,2.48984306,2.811422179,0.01055063,0.148524214,1062;1063;9787;64105;79019;55355;3070,CENPF;HJURP;DLGAP5;CENPE;CENPM;CENPK;HELLS
GO:2000026,regulation of multicellular organismal development (GO:2000026),28,6,1.936544602,3.098301993,0.010894524,0.151941957,983;29127;2625;64321;1848;5764,CDK1;RACGAP1;PTN;DUSP6;SOX17;GATA3
GO:0051261,protein depolymerization (GO:0051261),28,6,1.936544602,3.098301993,0.010894524,0.151941957,2934;9645;1073;9928;81930;11004,KIF2C;KIF14;KIF18A;GSN;MICAL2;CFL2
GO:2001222,regulation of neuron migration (GO:2001222),28,6,1.936544602,3.098301993,0.010894524,0.151941957,57556;10371;6376;63923;1281;285313,CX3CL1;IGSF10;SEMA6A;SEMA3A;TNN;COL3A1
GO:1904407,positive regulation of nitric oxide metabolic process (GO:1904407),28,6,1.936544602,3.098301993,0.010894524,0.151941957,948;5743;3043;1906;10365;9314,HBB;CD36;KLF4;PTGS2;EDN1;KLF2
GO:0051130,positive regulation of cellular component organization (GO:0051130),113,15,7.815340716,1.919302119,0.010997463,0.153022574,6622;3084;2719;991;9378;92359;11076;81620;5649;10411;3373;4038;3038;4314;6886,CDC20;RELN;GPC3;HAS3;RAPGEF3;SNCA;NRXN1;LRP4;HYAL1;TAL1;CDT1;TPPP;MMP3;NRG1;CRB3
GO:1901379,regulation of potassium ion transmembrane transport (GO:1901379),54,9,3.73476459,2.409790439,0.011091791,0.153978649,3753;9472;857;54331;3779;30819;7881;274;2273,KCNE1;KCNIP2;CAV1;FHL1;KCNMB1;AKAP6;KCNAB1;BIN1;GNG2
GO:0048699,generation of neurons (GO:0048699),200,23,13.83246144,1.662755403,0.011238592,0.15565709,4915;11113;7481;10371;79625;55502;23493;57502;29127;6664;5649;4233;8322;7477;6376;51473;26468;460;347733;84913;79192;79190;50805,NTRK2;ATOH8;CX3CL1;RELN;CIT;RACGAP1;IRX1;MET;HES6;TUBB2B;ASTN1;LHX6;IRX6;FZD4;HEY2;WNT11;NLGN4X;SEMA3A;NDNF;IRX4;DCDC2;WNT7B;SOX11
GO:0007346,regulation of mitotic cell cycle (GO:0007346),178,21,12.31089069,1.705806715,0.011410512,0.157674908,9368;11065;991;27338;701;983;4085;5347;891;4212;858;9088;4751;83987;9787;2296;3169;6886;1028;1164;4288,NEK2;PKMYT1;UBE2C;CDK1;DLGAP5;CKS2;MKI67;PLK1;CCNB1;BUB1B;CDC20;CAV2;MEIS2;CDKN1C;MAD2L1;UBE2S;TAL1;CCDC8;SLC9A3R1;FOXC1;FOXA1
GO:0031348,negative regulation of defense response (GO:0031348),83,12,5.740471499,2.090420622,0.011444035,0.157775445,5468;6288;5734;2625;7301;5740;9370;7010;145581;9314;5169;64838,SAA1;ADIPOQ;PPARG;KLF4;LRFN5;PTGER4;FNDC4;PTGIS;TEK;TYRO3;ENPP3;GATA3
GO:0071560,cellular response to transforming growth factor beta stimulus (GO:0071560),114,15,7.884503023,1.902466136,0.011880706,0.163420883,7048;5138;7122;7049;55553;4435;6422;6660;1281;3725;2353;2908;1278;7123;2662,PDE2A;CLEC3B;SFRP1;GDF10;CLDN5;TGFBR3;TGFBR2;NR3C1;JUN;FOS;CITED1;SOX6;SOX5;COL3A1;COL1A2
GO:0007009,plasma membrane organization (GO:0007009),64,10,4.426387662,2.259178536,0.011945099,0.16393149,9368;1378;287;6711;116238;274;30846;1289;225;57088,TLCD1;PLSCR4;SPTBN1;ABCD2;COL5A1;ANK2;BIN1;EHD2;SLC9A3R1;CR1
GO:0072359,circulatory system development (GO:0072359),125,16,8.645288403,1.850719057,0.01232374,0.167016846,8572;9645;4916;7048;64220;650;23493;2335;64321;5950;130497;7010;1281;1396;2296;27295,FN1;RBP4;OSR1;TGFBR2;BMP2;MICAL2;SOX17;NTRK3;PDLIM4;PDLIM3;HEY2;TEK;FOXC1;CRIP1;STRA6;COL3A1
GO:0031401,positive regulation of protein modification process (GO:0031401),213,24,14.73157144,1.629154099,0.012368011,0.167016846,2255;2252;4916;4915;1956;3952;2246;284;10267;8685;650;5919;2247;9370;10411;3953;7010;4318;146433;57161;26051;5329;284654;157313,NTRK2;LEP;FGF1;LEPR;FGF2;ADIPOQ;RAPGEF3;CDCA2;BMP2;PELI2;EGFR;ANGPT1;NTRK3;FGF10;IL34;MMP9;PPP1R16B;PLAUR;RAMP1;MARCO;FGF7;TEK;RSPO1;RARRES2
GO:0030097,hemopoiesis (GO:0030097),94,13,6.501256879,1.999613343,0.012462158,0.167016846,3815;7048;3624;947;7704;9833;7049;6422;1050;7010;7173;6886;219790,INHBA;MELK;ZBTB16;SFRP1;TGFBR3;KIT;TGFBR2;RTKN2;TAL1;TPO;CD34;TEK;CEBPA
GO:0045821,positive regulation of glycolytic process (GO:0045821),21,5,1.452408452,3.44255777,0.012560787,0.167016846,3479;51085;8671;5207;5209,MLXIPL;PFKFB1;SLC4A4;IGF1;PFKFB3
GO:1900544,positive regulation of purine nucleotide metabolic process (GO:1900544),21,5,1.452408452,3.44255777,0.012560787,0.167016846,3479;51085;8671;5207;5209,MLXIPL;PFKFB1;SLC4A4;IGF1;PFKFB3
GO:0050994,regulation of lipid catabolic process (GO:0050994),21,5,1.452408452,3.44255777,0.012560787,0.167016846,150;5919;5140;1149;338442,CIDEA;HCAR2;PDE3B;ADRA2A;RARRES2
GO:0002862,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),136,17,9.406073782,1.807342829,0.012628491,0.167016846,554;111;196883;154;5577;3569;54331;135;133;5745;5744;10267;5734;117;5746;2209;79924,ADCYAP1R1;ADRB2;AVPR2;ADCY4;PTGER4;FCGR1A;PTH1R;ADCY5;RAMP1;ADM2;IL6;ADORA2A;PRKAR2B;GNG2;ADM;PTH2R;PTHLH
GO:0002861,regulation of inflammatory response to antigenic stimulus (GO:0002861),136,17,9.406073782,1.807342829,0.012628491,0.167016846,554;111;196883;154;5577;3569;54331;135;133;5745;5744;10267;5734;117;5746;2209;79924,ADCYAP1R1;ADRB2;AVPR2;ADCY4;PTGER4;FCGR1A;PTH1R;ADCY5;RAMP1;ADM2;IL6;ADORA2A;PRKAR2B;GNG2;ADM;PTH2R;PTHLH
GO:0051347,positive regulation of transferase activity (GO:0051347),147,18,10.16685916,1.770458282,0.012816232,0.167016846,3815;4916;4915;1956;9212;5347;7301;5979;2051;2047;4233;9370;4751;7010;9314;57761;4921;5570,NEK2;NTRK2;PLK1;AURKB;EPHB1;ADIPOQ;KIT;EGFR;KLF4;MET;EPHB6;NTRK3;TRIB3;DDR2;TEK;RET;TYRO3;PKIB
GO:0040001,establishment of mitotic spindle localization (GO:0040001),29,6,2.005706909,2.991463993,0.012952003,0.167016846,4085;5347;9700;10403;51203;89958,NUSAP1;NDC80;PLK1;ESPL1;MAD2L1;SAPCD2
GO:0060173,limb development (GO:0060173),29,6,2.005706909,2.991463993,0.012952003,0.167016846,2255;658;5727;4038;64093;1311,COMP;LRP4;FGF10;PTCH1;SMOC1;BMPR1B
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),29,6,2.005706909,2.991463993,0.012952003,0.167016846,3624;857;5366;5979;6422;50486,INHBA;CAV1;SFRP1;G0S2;PMAIP1;RET
GO:1990868,response to chemokine (GO:1990868),14,4,0.968272301,4.131069324,0.013003474,0.167016846,6366;6387;1843;2296,CCL21;CXCL12;DUSP1;FOXC1
GO:0010560,positive regulation of glycoprotein biosynthetic process (GO:0010560),14,4,0.968272301,4.131069324,0.013003474,0.167016846,6366;3479;10267;90865,IL33;CCL21;RAMP1;IGF1
GO:0070293,renal absorption (GO:0070293),14,4,0.968272301,4.131069324,0.013003474,0.167016846,9368;2934;8644;3043,HBB;GSN;AKR1C3;SLC9A3R1
GO:0008643,carbohydrate transport (GO:0008643),14,4,0.968272301,4.131069324,0.013003474,0.167016846,358;364;6523;55974,SLC50A1;AQP7;AQP1;SLC5A1
GO:0050892,intestinal absorption (GO:0050892),14,4,0.968272301,4.131069324,0.013003474,0.167016846,3952;150;948;6523,LEP;CD36;ADRA2A;SLC5A1
GO:2000403,positive regulation of lymphocyte migration (GO:2000403),14,4,0.968272301,4.131069324,0.013003474,0.167016846,6366;3627;6387;58494,CXCL10;JAM2;CCL21;CXCL12
GO:0090075,relaxation of muscle (GO:0090075),14,4,0.968272301,4.131069324,0.013003474,0.167016846,2934;477;2946;5997,ATP1A2;GSN;RGS2;GSTM2
GO:0060191,regulation of lipase activity (GO:0060191),14,4,0.968272301,4.131069324,0.013003474,0.167016846,6622;4023;338328;440503,GPIHBP1;LPL;SNCA;PLIN5
GO:2001212,regulation of vasculogenesis (GO:2001212),14,4,0.968272301,4.131069324,0.013003474,0.167016846,7498;947;23493;55273,TMEM100;CD34;HEY2;XDH
GO:0010907,positive regulation of glucose metabolic process (GO:0010907),14,4,0.968272301,4.131069324,0.013003474,0.167016846,5366;8660;2822;10891,GPLD1;IRS2;PPARGC1A;PMAIP1
GO:2000479,regulation of cAMP-dependent protein kinase activity (GO:2000479),14,4,0.968272301,4.131069324,0.013003474,0.167016846,154;5577;9370;5570,ADRB2;ADIPOQ;PRKAR2B;PKIB
GO:0071404,cellular response to low-density lipoprotein particle stimulus (GO:0071404),14,4,0.968272301,4.131069324,0.013003474,0.167016846,5468;4023;948;1066,LPL;CES1;CD36;PPARG
GO:1905517,macrophage migration (GO:1905517),14,4,0.968272301,4.131069324,0.013003474,0.167016846,64805;6288;1910;1907,SAA1;P2RY12;EDNRB;EDN2
GO:0070141,response to UV-A (GO:0070141),14,4,0.968272301,4.131069324,0.013003474,0.167016846,1956;4311;4314;4318,MME;EGFR;MMP3;MMP9
GO:0062009,secondary palate development (GO:0062009),14,4,0.968272301,4.131069324,0.013003474,0.167016846,7048;7481;51176;7049,TGFBR3;TGFBR2;LEF1;WNT11
GO:0051081,nuclear membrane disassembly (GO:0051081),14,4,0.968272301,4.131069324,0.013003474,0.167016846,983;5347;891;9133,CDK1;PLK1;CCNB2;CCNB1
GO:0035581,sequestering of extracellular ligand from receptor (GO:0035581),14,4,0.968272301,4.131069324,0.013003474,0.167016846,650;2201;91851;64388,CHRDL1;BMP2;FBN2;GREM2
GO:0048385,regulation of retinoic acid receptor signaling pathway (GO:0048385),14,4,0.968272301,4.131069324,0.013003474,0.167016846,8644;10365;56603;2146,EZH2;AKR1C3;CYP26B1;KLF2
GO:0045944,positive regulation of transcription by RNA polymerase II (GO:0045944),906,80,62.66105034,1.276710166,0.01345077,0.172393557,9645;4804;5468;1956;3479;2246;3624;3569;51085;3627;259307;650;3204;3202;23493;2625;8626;64651;5325;2308;6664;4781;51176;4223;1906;10365;2247;3164;64321;56963;654;658;1959;4212;9915;4435;4233;10891;1050;130497;6376;1869;2305;55022;7068;2034;2078;9787;8013;467;3725;2353;2296;2908;4582;1958;9314;1634;50943;3169;90865;29128;84441;1870;2299;6886;5187;84913;28999;4072;29028;3226;5178;9079;80034;9457;4605;23764;3206;3131,INHBA;PER1;HLF;HOXA5;ATOH8;CX3CL1;DLGAP5;UHRF1;FGF1;FOXM1;KLF15;OSR1;HOXA7;PLAGL1;MYBL2;EGR1;FGF2;MLXIPL;MEOX2;LDB2;CXCL10;MAML2;IL33;MEIS2;BMP2;PPARG;E2F1;EGFR;NFIB;NGFR;NR3C1;E2F2;MICAL2;JUN;FOXO1;RGMA;EGR2;ATAD2;LEF1;KLF4;CSRNP1;PID1;MAFF;MET;TAL1;FOS;SOX17;FOXP3;IL4I1;ATF3;TP63;PPARGC1A;FHL5;NR4A1;ERG;MUC1;CSRNP3;THRB;BMP6;CITED1;IGF1;DCN;EPAS1;IL6;HEY2;EDN1;FOXC1;BMPR1B;KLF2;HOXA10;HOXC10;NR4A3;ARNT2;CEBPA;PEG3;EPCAM;GATA3;SOX11;FOXA1;FOXI1
GO:0051093,negative regulation of developmental process (GO:0051093),75,11,5.187173042,2.120615586,0.013643766,0.174495053,22899;7481;650;23493;4781;10411;6422;2305;2296;23189;53335,FOXM1;SFRP1;RAPGEF3;KANK1;BMP2;NFIB;ARHGEF15;HEY2;WNT11;FOXC1;BCL11A
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),170,20,11.75759223,1.701028545,0.013716697,0.175055337,7048;57863;1000;1009;2196;5010;7122;9073;64221;57549;54538;347902;64072;6403;1828;8641;145581;30835;79633;4680,ROBO3;CLDN11;CLDN5;TGFBR2;FAT2;CADM3;LRFN5;DSG1;CDH11;CD209;CDH23;CEACAM6;FAT4;ROBO4;CLDN8;SELP;CDH2;IGSF9;AMIGO2;PCDHGB4
GO:0009892,negative regulation of metabolic process (GO:0009892),56,9,3.873089204,2.323726495,0.013975576,0.175925787,55366;216;4857;9370;11096;1149;4883;3226;83643,ADAMTS5;CIDEA;ADIPOQ;ALDH1A1;CCDC3;LGR4;NOVA1;HOXC10;NPR3
GO:0043268,positive regulation of potassium ion transport (GO:0043268),38,7,2.628167674,2.66345259,0.014150615,0.175925787,3753;9472;150;54331;3779;287;2273,KCNE1;FHL1;KCNMB1;AKAP6;ANK2;GNG2;ADRA2A
GO:0033275,actin-myosin filament sliding (GO:0033275),38,7,2.628167674,2.66345259,0.014150615,0.175925787,7111;4604;1674;4621;7138;7140;1756,DMD;TMOD1;TNNT3;TNNT1;MYH3;DES;MYBPC1
GO:0030049,muscle filament sliding (GO:0030049),38,7,2.628167674,2.66345259,0.014150615,0.175925787,7111;4604;1674;4621;7138;7140;1756,DMD;TMOD1;TNNT3;TNNT1;MYH3;DES;MYBPC1
GO:0031570,DNA integrity checkpoint signaling (GO:0031570),38,7,2.628167674,2.66345259,0.014150615,0.175925787,63967;81620;1763;1869;83990;990;8318,CLSPN;CDC6;CDC45;E2F1;BRIP1;CDT1;DNA2
GO:0033034,positive regulation of myeloid cell apoptotic process (GO:0033034),8,3,0.553298458,5.422028487,0.014194644,0.175925787,301;9370;338442,ANXA1;ADIPOQ;HCAR2
GO:0006651,diacylglycerol biosynthetic process (GO:0006651),8,3,0.553298458,5.422028487,0.014194644,0.175925787,84649;57104;57678,GPAM;DGAT2;PNPLA2
GO:0060316,positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316),8,3,0.553298458,5.422028487,0.014194644,0.175925787,9472;57158;2946,JPH2;GSTM2;AKAP6
GO:0090494,dopamine uptake (GO:0090494),8,3,0.553298458,5.422028487,0.014194644,0.175925787,6622;6581;222962,SNCA;SLC22A3;SLC29A4
GO:0072073,kidney epithelium development (GO:0072073),8,3,0.553298458,5.422028487,0.014194644,0.175925787,2246;7477;130497,FGF1;OSR1;WNT7B
GO:0033622,integrin activation (GO:0033622),8,3,0.553298458,5.422028487,0.014194644,0.175925787,2335;6387;6376,CX3CL1;FN1;CXCL12
GO:0050873,brown fat cell differentiation (GO:0050873),8,3,0.553298458,5.422028487,0.014194644,0.175925787,9370;63976;10891,ADIPOQ;PPARGC1A;PRDM16
GO:0048714,positive regulation of oligodendrocyte differentiation (GO:0048714),8,3,0.553298458,5.422028487,0.014194644,0.175925787,5803;146433;5764,PTN;PTPRZ1;IL34
GO:0038098,sequestering of BMP from receptor via BMP binding (GO:0038098),8,3,0.553298458,5.422028487,0.014194644,0.175925787,650;91851;64388,CHRDL1;BMP2;GREM2
GO:0071902,positive regulation of protein serine/threonine kinase activity (GO:0071902),106,14,7.331204566,1.909645253,0.014317343,0.177081376,3815;154;6622;1956;150;2246;4057;1906;2247;9370;101;146433;2146;80310,FGF1;ADRB2;FGF2;ADIPOQ;KIT;EZH2;SNCA;EGFR;ADAM8;PDGFD;IL34;EDN1;ADRA2A;LTF
GO:0120163,negative regulation of cold-induced thermogenesis (GO:0120163),47,8,3.250628439,2.461062576,0.014354787,0.17717993,55366;216;4857;9370;11096;1149;4883;3226,ADAMTS5;CIDEA;ADIPOQ;ALDH1A1;LGR4;NOVA1;HOXC10;NPR3
GO:0022617,extracellular matrix disassembly (GO:0022617),66,10,4.564712277,2.190718581,0.014699653,0.181064778,2934;1511;3249;4314;4318;4320;101;25818;5650;11096,MMP11;ADAMTS5;GSN;ADAM8;MMP3;MMP9;KLK5;CTSG;KLK7;HPN
GO:0035633,maintenance of blood-brain barrier (GO:0035633),30,6,2.074869217,2.891748527,0.015266853,0.186780706,1756;3569;7122;3908;27134;58494,DMD;CLDN5;JAM2;IL6;LAMA2;TJP3
GO:0090218,positive regulation of lipid kinase activity (GO:0090218),30,6,2.074869217,2.891748527,0.015266853,0.186780706,3815;6366;64805;2247;7010;1917,FGF2;KIT;P2RY12;CCL21;TEK;EEF1A2
GO:0030204,chondroitin sulfate metabolic process (GO:0030204),30,6,2.074869217,2.891748527,0.015266853,0.186780706,79625;3373;1462;633;1634;9469,BGN;CHST3;HYAL1;VCAN;DCN;NDNF
GO:0071470,cellular response to osmotic stress (GO:0071470),22,5,1.521570759,3.286077871,0.015350136,0.186780706,6326;825;358;4638;362,MYLK;AQP1;SCN2A;CAPN3;AQP5
GO:0019228,neuronal action potential (GO:0019228),22,5,1.521570759,3.286077871,0.015350136,0.186780706,6329;6326;6335;6332;6328,SCN3A;SCN4A;SCN2A;SCN9A;SCN7A
GO:0051043,regulation of membrane protein ectodomain proteolysis (GO:0051043),22,5,1.521570759,3.286077871,0.015350136,0.186780706,150;2822;101;152503;7079,TIMP4;ADAM8;GPLD1;SH3D19;ADRA2A
GO:0051592,response to calcium ion (GO:0051592),107,14,7.400366873,1.891798101,0.015460328,0.187741476,1894;825;857;3779;30819;8644;2822;6263;6261;90019;83849;57586;845;27132,RYR3;KCNIP2;CAV1;KCNMB1;ECT2;GPLD1;CAPN3;CASQ2;AKR1C3;SYT8;SYT15;RYR1;SYT13;CPNE7
GO:2000377,regulation of reactive oxygen species metabolic process (GO:2000377),57,9,3.942251512,2.282959363,0.015609262,0.18916789,6622;7498;7048;185;8644;1645;2305;55022;440503,FOXM1;AKR1C1;SNCA;TGFBR2;PID1;AKR1C3;AGTR1;XDH;PLIN5
GO:0000724,double-strand break repair via homologous recombination (GO:0000724),97,13,6.708743801,1.937769631,0.015956115,0.192982308,10721;8317;9401;641;4173;8318;5888;8438;7516;10635;675;51659;4796,RAD51;CDC45;POLQ;RAD54L;RAD51AP1;RECQL4;MCM4;BLM;CDC7;GINS2;TONSL;XRCC2;BRCA2
GO:0006259,DNA metabolic process (GO:0006259),276,29,19.08879679,1.519215711,0.01600691,0.193207902,983;7153;1776;81620;10721;1763;8317;2175;116028;990;9401;7298;10535;641;4173;55388;23594;4998;8318;9156;5888;8438;7516;10635;29089;3070;3149;3838;29128,UBE2T;CDK1;EXO1;TOP2A;UHRF1;CDC6;RAD51;RMI2;CDC45;MCM10;POLQ;KPNA2;HMGB3;RNASEH2A;RAD54L;DNASE1L3;RAD51AP1;RECQL4;ORC6;ORC1;MCM4;TYMS;HELLS;CDT1;BLM;DNA2;CDC7;FANCA;XRCC2
GO:0032872,regulation of stress-activated MAPK cascade (GO:0032872),48,8,3.319790747,2.409790439,0.016213026,0.194918181,1956;2308;2047;7049;2305;23542;4281;5187,PER1;FOXM1;EPHB1;TGFBR3;EGFR;FOXO1;MID1;MAPK8IP2
GO:0048565,digestive tract development (GO:0048565),39,7,2.697329982,2.595158934,0.016245884,0.194918181,3815;64220;5919;1910;79827;91461;10551,KIT;EDNRB;CLMP;PKDCC;RARRES2;STRA6;AGR2
GO:0006310,DNA recombination (GO:0006310),39,7,2.697329982,2.595158934,0.016245884,0.194918181,9401;641;9156;5888;8438;7516;3149,EXO1;RAD51;HMGB3;RAD54L;RECQL4;BLM;XRCC2
GO:0000086,G2/M transition of mitotic cell cycle (GO:0000086),129,16,8.921937632,1.79333242,0.016314629,0.195353053,5577;983;6790;5347;891;9833;10763;5243;993;890;10733;9088;2305;9133;4751;4660,NEK2;PKMYT1;PPP1R12B;CDK1;PLK1;AURKA;MELK;CCNB2;FOXM1;CCNB1;CCNA2;ABCB1;NES;PLK4;CDC25A;PRKAR2B
GO:0071901,negative regulation of protein serine/threonine kinase activity (GO:0071901),77,11,5.325497656,2.065534662,0.016429906,0.196342273,5577;5347;54922;9370;1050;10252;1843;10253;5570;5997;1028,SPRY2;PLK1;ADIPOQ;CDKN1C;RGS2;RASIP1;SPRY1;DUSP1;PRKAR2B;CEBPA;PKIB
GO:0007417,central nervous system development (GO:0007417),265,28,18.32801141,1.527716203,0.01655309,0.197421869,2934;7048;135;1000;6663;5653;7704;11076;6664;6285;4781;5649;347;4826;1959;54510;55553;5727;4212;10763;5050;26047;9915;347902;1462;5803;5212;7368,VIT;S100B;RELN;ZBTB16;PAFAH1B3;GSN;TGFBR2;MEIS2;PTPRZ1;SOX10;NNAT;NFIB;NES;CNTNAP2;EGR2;APOD;VCAN;TPPP;PTCH1;SOX6;PCDH18;ADORA2A;KLK6;CDH2;AMIGO2;ARNT2;UGT8;SOX11
GO:0051046,regulation of secretion (GO:0051046),15,4,1.037434608,3.855664702,0.01677907,0.198151258,2255;3084;1066;2822,CES1;GPLD1;FGF10;NRG1
GO:0001890,placenta development (GO:0001890),15,4,1.037434608,3.855664702,0.01677907,0.198151258,5468;3952;8728;4435,LEP;PPARG;ADAM19;CITED1
GO:0051044,positive regulation of membrane protein ectodomain proteolysis (GO:0051044),15,4,1.037434608,3.855664702,0.01677907,0.198151258,150;2822;101;152503,ADAM8;GPLD1;SH3D19;ADRA2A
GO:2000050,regulation of non-canonical Wnt signaling pathway (GO:2000050),15,4,1.037434608,3.855664702,0.01677907,0.198151258,2719;6422;23500;84870,SFRP1;GPC3;RSPO3;DAAM2
GO:0045445,myoblast differentiation (GO:0045445),15,4,1.037434608,3.855664702,0.01677907,0.198151258,3479;3084;6382;2034,NRG1;IGF1;EPAS1;SDC1
GO:0000302,response to reactive oxygen species (GO:0000302),58,9,4.011413819,2.243597995,0.01737889,0.204832374,1956;8644;347;3043;3373;4318;3725;2353;847,HBB;EGFR;JUN;APOD;HYAL1;FOS;CAT;AKR1C3;MMP9
GO:0044839,cell cycle G2/M phase transition (GO:0044839),130,16,8.991099939,1.779537555,0.017453034,0.205303689,5577;983;6790;5347;891;9833;10763;5243;993;890;10733;9088;2305;9133;4751;4660,NEK2;PKMYT1;PPP1R12B;CDK1;PLK1;AURKA;MELK;CCNB2;FOXM1;CCNB1;CCNA2;ABCB1;NES;PLK4;CDC25A;PRKAR2B
GO:0086002,cardiac muscle cell action potential involved in contraction (GO:0086002),31,6,2.144031524,2.798466316,0.017853295,0.207574775,3753;23704;55800;6327;287;6330,SCN4B;KCNE1;SCN2B;SCN3B;ANK2;KCNE4
GO:0051180,vitamin transport (GO:0051180),31,6,2.144031524,2.798466316,0.017853295,0.207574775,2350;9429;2348;8029;6947;148641,CUBN;FOLR1;ABCG2;FOLR2;SLC35F3;TCN1
GO:0017158,regulation of calcium ion-dependent exocytosis (GO:0017158),31,6,2.144031524,2.798466316,0.017853295,0.207574775,3745;150;8447;90019;83849;57586,KCNB1;SYT8;SYT15;DOC2B;ADRA2A;SYT13
GO:0045668,negative regulation of osteoblast differentiation (GO:0045668),31,6,2.144031524,2.798466316,0.017853295,0.207574775,5468;5727;4435;63923;2662;51232,GDF10;PPARG;CRIM1;PTCH1;CITED1;TNN
GO:0051443,positive regulation of ubiquitin-protein transferase activity (GO:0051443),31,6,2.144031524,2.798466316,0.017853295,0.207574775,11065;991;27338;5347;8555;57761,UBE2C;PLK1;CDC20;CDC14B;UBE2S;TRIB3
GO:0030517,negative regulation of axon extension (GO:0030517),31,6,2.144031524,2.798466316,0.017853295,0.207574775,54437;80031;57556;10371;223117;56920,SEMA5B;SEMA3G;SEMA3D;SEMA6D;SEMA6A;SEMA3A
GO:0032673,regulation of interleukin-4 production (GO:0032673),23,5,1.590733066,3.14320492,0.018524359,0.213218964,7292;8140;2625;51176;50943,TNFSF4;LEF1;FOXP3;SLC7A5;GATA3
GO:0030212,hyaluronan metabolic process (GO:0030212),23,5,1.590733066,3.14320492,0.018524359,0.213218964,2247;3373;10894;3038;3161,LYVE1;HMMR;HAS3;FGF2;HYAL1
GO:1902751,positive regulation of cell cycle G2/M phase transition (GO:1902751),23,5,1.590733066,3.14320492,0.018524359,0.213218964,983;891;993;8317;51514,CDK1;DTL;CCNB1;CDC7;CDC25A
GO:2000649,regulation of sodium ion transmembrane transporter activity (GO:2000649),40,7,2.766492289,2.530279961,0.018551575,0.213218964,9368;1756;55800;6327;6330;130497;5348,FXYD1;DMD;SCN4B;OSR1;SCN2B;SCN3B;SLC9A3R1
GO:0072676,lymphocyte migration (GO:0072676),40,7,2.766492289,2.530279961,0.018551575,0.213218964,1901;6366;6288;2625;5979;6376;101,CX3CL1;SAA1;ADAM8;CCL21;S1PR1;RET;GATA3
GO:0030195,negative regulation of blood coagulation (GO:0030195),40,7,2.766492289,2.530279961,0.018551575,0.213218964,2152;947;1906;7035;2159;5329;2161,F10;F3;TFPI;CD34;F12;PLAUR;EDN1
