GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0033673	negative regulation of kinase activity (GO:0033673)	231	23	13.56	+	1.70	1.87E-02	1.97E-01
GO:0010033	response to organic substance (GO:0010033)	2704	269	158.78	+	1.69	4.69E-17	1.36E-14
GO:0009743	response to carbohydrate (GO:0009743)	181	18	10.63	+	1.69	4.10E-02	3.28E-01
GO:0001890	placenta development (GO:0001890)	151	15	8.87	+	1.69	5.89E-02	4.10E-01
GO:0009411	response to UV (GO:0009411)	151	15	8.87	+	1.69	5.89E-02	4.10E-01
GO:0045621	positive regulation of lymphocyte differentiation (GO:0045621)	131	13	7.69	+	1.69	9.55E-02	5.58E-01
GO:0031398	positive regulation of protein ubiquitination (GO:0031398)	121	12	7.11	+	1.69	8.55E-02	5.09E-01
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	101	10	5.93	+	1.69	1.39E-01	6.52E-01
GO:2001233	regulation of apoptotic signaling pathway (GO:2001233)	364	36	21.37	+	1.68	4.00E-03	6.33E-02
GO:0043085	positive regulation of catalytic activity (GO:0043085)	1194	118	70.11	+	1.68	1.96E-07	1.05E-05
GO:0001942	hair follicle development (GO:0001942)	81	8	4.76	+	1.68	1.59E-01	6.60E-01
GO:0006915	apoptotic process (GO:0006915)	1033	102	60.66	+	1.68	1.36E-06	6.07E-05
GO:0001959	regulation of cytokine-mediated signaling pathway (GO:0001959)	152	15	8.93	+	1.68	6.02E-02	4.16E-01
GO:0071383	cellular response to steroid hormone stimulus (GO:0071383)	152	15	8.93	+	1.68	6.02E-02	4.16E-01
GO:0001707	mesoderm formation (GO:0001707)	71	7	4.17	+	1.68	2.06E-01	7.39E-01
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	142	14	8.34	+	1.68	7.56E-02	4.77E-01
GO:0030177	positive regulation of Wnt signaling pathway (GO:0030177)	142	14	8.34	+	1.68	7.56E-02	4.77E-01
GO:0071496	cellular response to external stimulus (GO:0071496)	325	32	19.08	+	1.68	7.07E-03	9.76E-02
GO:1902532	negative regulation of intracellular signal transduction (GO:1902532)	518	51	30.42	+	1.68	7.66E-04	1.61E-02
GO:0008219	cell death (GO:0008219)	1108	109	65.06	+	1.68	5.97E-07	2.92E-05
GO:0051054	positive regulation of DNA metabolic process (GO:0051054)	305	30	17.91	+	1.68	1.08E-02	1.35E-01
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	61	6	3.58	+	1.68	2.74E-01	8.74E-01
GO:0030858	positive regulation of epithelial cell differentiation (GO:0030858)	61	6	3.58	+	1.68	2.74E-01	8.74E-01
GO:1902107	positive regulation of leukocyte differentiation (GO:1902107)	183	18	10.75	+	1.68	4.26E-02	3.36E-01
GO:1903708	positive regulation of hemopoiesis (GO:1903708)	183	18	10.75	+	1.68	4.26E-02	3.36E-01
GO:0006259	DNA metabolic process (GO:0006259)	794	78	46.62	+	1.67	2.94E-05	9.76E-04
GO:0048839	inner ear development (GO:0048839)	204	20	11.98	+	1.67	3.79E-02	3.20E-01
GO:0007265	Ras protein signal transduction (GO:0007265)	194	19	11.39	+	1.67	4.80E-02	3.66E-01
GO:0072331	signal transduction by p53 class mediator (GO:0072331)	92	9	5.40	+	1.67	1.29E-01	6.16E-01
GO:0034329	cell junction assembly (GO:0034329)	276	27	16.21	+	1.67	1.55E-02	1.72E-01
GO:1901617	organic hydroxy compound biosynthetic process (GO:1901617)	174	17	10.22	+	1.66	5.42E-02	3.91E-01
GO:0043433	negative regulation of DNA-binding transcription factor activity (GO:0043433)	174	17	10.22	+	1.66	5.42E-02	3.90E-01
GO:0051656	establishment of organelle localization (GO:0051656)	379	37	22.26	+	1.66	4.65E-03	7.10E-02
GO:0065009	regulation of molecular function (GO:0065009)	3094	302	181.68	+	1.66	2.77E-18	1.04E-15
GO:0071805	potassium ion transmembrane transport (GO:0071805)	164	16	9.63	+	1.66	6.86E-02	4.59E-01
GO:0014014	negative regulation of gliogenesis (GO:0014014)	41	4	2.41	+	1.66	3.15E-01	9.36E-01
GO:0005976	polysaccharide metabolic process (GO:0005976)	82	8	4.82	+	1.66	1.63E-01	6.68E-01
GO:0030574	collagen catabolic process (GO:0030574)	41	4	2.41	+	1.66	3.15E-01	9.36E-01
GO:0010656	negative regulation of muscle cell apoptotic process (GO:0010656)	41	4	2.41	+	1.66	3.15E-01	9.36E-01
GO:0021879	forebrain neuron differentiation (GO:0021879)	41	4	2.41	+	1.66	3.15E-01	9.36E-01
GO:0022411	cellular component disassembly (GO:0022411)	318	31	18.67	+	1.66	9.18E-03	1.18E-01
GO:0051640	organelle localization (GO:0051640)	513	50	30.12	+	1.66	1.02E-03	2.06E-02
GO:0048871	multicellular organismal homeostasis (GO:0048871)	380	37	22.31	+	1.66	4.73E-03	7.22E-02
GO:0043627	response to estrogen (GO:0043627)	72	7	4.23	+	1.66	2.10E-01	7.51E-01
GO:0070373	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	72	7	4.23	+	1.66	2.10E-01	7.51E-01
GO:0010569	regulation of double-strand break repair via homologous recombination (GO:0010569)	72	7	4.23	+	1.66	2.10E-01	7.51E-01
GO:0006813	potassium ion transport (GO:0006813)	175	17	10.28	+	1.65	5.52E-02	3.96E-01
GO:0051336	regulation of hydrolase activity (GO:0051336)	1020	99	59.90	+	1.65	4.40E-06	1.81E-04
GO:0061008	hepaticobiliary system development (GO:0061008)	134	13	7.87	+	1.65	9.92E-02	5.71E-01
GO:0048523	negative regulation of cellular process (GO:0048523)	4732	459	277.87	+	1.65	1.24E-29	1.62E-26
GO:0044093	positive regulation of molecular function (GO:0044093)	1590	154	93.37	+	1.65	5.82E-09	4.00E-07
GO:0043067	regulation of programmed cell death (GO:0043067)	1498	145	87.96	+	1.65	1.69E-08	1.05E-06
GO:0022011	myelination in peripheral nervous system (GO:0022011)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0021591	ventricular system development (GO:0021591)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0006536	glutamate metabolic process (GO:0006536)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0070828	heterochromatin organization (GO:0070828)	62	6	3.64	+	1.65	2.77E-01	8.83E-01
GO:0048873	homeostasis of number of cells within a tissue (GO:0048873)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0090312	positive regulation of protein deacetylation (GO:0090312)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0043949	regulation of cAMP-mediated signaling (GO:0043949)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0051443	positive regulation of ubiquitin-protein transferase activity (GO:0051443)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0032292	peripheral nervous system axon ensheathment (GO:0032292)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0090025	regulation of monocyte chemotaxis (GO:0090025)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0098751	bone cell development (GO:0098751)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0120178	steroid hormone biosynthetic process (GO:0120178)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0051101	regulation of DNA binding (GO:0051101)	124	12	7.28	+	1.65	1.27E-01	6.07E-01
GO:0031102	neuron projection regeneration (GO:0031102)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:1900027	regulation of ruffle assembly (GO:1900027)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0010743	regulation of macrophage derived foam cell differentiation (GO:0010743)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0046475	glycerophospholipid catabolic process (GO:0046475)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0034367	protein-containing complex remodeling (GO:0034367)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0061037	negative regulation of cartilage development (GO:0061037)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:0060563	neuroepithelial cell differentiation (GO:0060563)	31	3	1.82	+	1.65	4.35E-01	1.00E00
GO:1990830	cellular response to leukemia inhibitory factor (GO:1990830)	93	9	5.46	+	1.65	1.86E-01	7.32E-01
GO:0042981	regulation of apoptotic process (GO:0042981)	1468	142	86.20	+	1.65	2.43E-08	1.47E-06
GO:0051051	negative regulation of transport (GO:0051051)	435	42	25.54	+	1.64	3.16E-03	5.22E-02
GO:0032502	developmental process (GO:0032502)	5677	548	333.36	+	1.64	3.80E-37	2.98E-33
GO:0050790	regulation of catalytic activity (GO:0050790)	2373	229	139.34	+	1.64	3.93E-13	6.42E-11
GO:1902531	regulation of intracellular signal transduction (GO:1902531)	1721	166	101.06	+	1.64	1.56E-09	1.26E-07
GO:0031397	negative regulation of protein ubiquitination (GO:0031397)	83	8	4.87	+	1.64	1.67E-01	6.83E-01
GO:0045332	phospholipid translocation (GO:0045332)	52	5	3.05	+	1.64	2.47E-01	8.48E-01
GO:0031507	heterochromatin formation (GO:0031507)	52	5	3.05	+	1.64	2.47E-01	8.48E-01
GO:0010677	negative regulation of cellular carbohydrate metabolic process (GO:0010677)	52	5	3.05	+	1.64	2.47E-01	8.48E-01
GO:0030100	regulation of endocytosis (GO:0030100)	208	20	12.21	+	1.64	4.05E-02	3.25E-01
GO:0021872	forebrain generation of neurons (GO:0021872)	52	5	3.05	+	1.64	2.47E-01	8.48E-01
GO:0045927	positive regulation of growth (GO:0045927)	260	25	15.27	+	1.64	2.54E-02	2.48E-01
GO:0010941	regulation of cell death (GO:0010941)	1654	159	97.12	+	1.64	4.28E-09	3.07E-07
GO:2001234	negative regulation of apoptotic signaling pathway (GO:2001234)	229	22	13.45	+	1.64	3.57E-02	3.05E-01
GO:0045165	cell fate commitment (GO:0045165)	250	24	14.68	+	1.63	3.20E-02	2.83E-01
GO:0006468	protein phosphorylation (GO:0006468)	719	69	42.22	+	1.63	1.78E-04	4.59E-03
GO:0120032	regulation of plasma membrane bounded cell projection assembly (GO:0120032)	198	19	11.63	+	1.63	5.04E-02	3.81E-01
GO:0012501	programmed cell death (GO:0012501)	1074	103	63.07	+	1.63	3.99E-06	1.66E-04
GO:0048332	mesoderm morphogenesis (GO:0048332)	73	7	4.29	+	1.63	2.14E-01	7.64E-01
GO:0046635	positive regulation of alpha-beta T cell activation (GO:0046635)	73	7	4.29	+	1.63	2.14E-01	7.64E-01
GO:0043010	camera-type eye development (GO:0043010)	334	32	19.61	+	1.63	1.08E-02	1.35E-01
GO:0001843	neural tube closure (GO:0001843)	94	9	5.52	+	1.63	1.88E-01	7.36E-01
GO:1990823	response to leukemia inhibitory factor (GO:1990823)	94	9	5.52	+	1.63	1.88E-01	7.36E-01
GO:2000106	regulation of leukocyte apoptotic process (GO:2000106)	94	9	5.52	+	1.63	1.88E-01	7.36E-01
GO:0009791	post-embryonic development (GO:0009791)	94	9	5.52	+	1.63	1.88E-01	7.36E-01
GO:0022037	metencephalon development (GO:0022037)	115	11	6.75	+	1.63	1.18E-01	5.79E-01
GO:0030004	cellular monovalent inorganic cation homeostasis (GO:0030004)	115	11	6.75	+	1.63	1.18E-01	5.79E-01
GO:0032101	regulation of response to external stimulus (GO:0032101)	973	93	57.14	+	1.63	1.37E-05	4.94E-04
GO:0071356	cellular response to tumor necrosis factor (GO:0071356)	178	17	10.45	+	1.63	5.85E-02	4.08E-01
GO:0009266	response to temperature stimulus (GO:0009266)	178	17	10.45	+	1.63	5.85E-02	4.08E-01
GO:0042592	homeostatic process (GO:0042592)	1424	136	83.62	+	1.63	1.07E-07	6.04E-06
GO:0150063	visual system development (GO:0150063)	388	37	22.78	+	1.62	7.05E-03	9.74E-02
GO:0034097	response to cytokine (GO:0034097)	808	77	47.45	+	1.62	8.82E-05	2.54E-03
GO:0002577	regulation of antigen processing and presentation (GO:0002577)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0045622	regulation of T-helper cell differentiation (GO:0045622)	42	4	2.47	+	1.62	3.23E-01	9.58E-01
GO:0010042	response to manganese ion (GO:0010042)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:1903076	regulation of protein localization to plasma membrane (GO:1903076)	105	10	6.17	+	1.62	1.48E-01	6.75E-01
GO:0021587	cerebellum morphogenesis (GO:0021587)	42	4	2.47	+	1.62	3.23E-01	9.58E-01
GO:0007263	nitric oxide mediated signal transduction (GO:0007263)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0071731	response to nitric oxide (GO:0071731)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0007194	negative regulation of adenylate cyclase activity (GO:0007194)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:2000678	negative regulation of transcription regulatory region DNA binding (GO:2000678)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0060149	negative regulation of post-transcriptional gene silencing (GO:0060149)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0032881	regulation of polysaccharide metabolic process (GO:0032881)	42	4	2.47	+	1.62	3.23E-01	9.57E-01
GO:0060008	Sertoli cell differentiation (GO:0060008)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:1990845	adaptive thermogenesis (GO:1990845)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0002066	columnar/cuboidal epithelial cell development (GO:0002066)	42	4	2.47	+	1.62	3.23E-01	9.57E-01
GO:1901739	regulation of myoblast fusion (GO:1901739)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:0005978	glycogen biosynthetic process (GO:0005978)	21	2	1.23	+	1.62	3.67E-01	1.00E00
GO:2000319	regulation of T-helper 17 cell differentiation (GO:2000319)	21	2	1.23	+	1.62	3.67E-01	9.99E-01
GO:1901679	nucleotide transmembrane transport (GO:1901679)	21	2	1.23	+	1.62	3.67E-01	9.99E-01
GO:0006094	gluconeogenesis (GO:0006094)	42	4	2.47	+	1.62	3.23E-01	9.57E-01
GO:0048643	positive regulation of skeletal muscle tissue development (GO:0048643)	21	2	1.23	+	1.62	3.67E-01	9.99E-01
GO:0050855	regulation of B cell receptor signaling pathway (GO:0050855)	21	2	1.23	+	1.62	3.67E-01	9.99E-01
GO:1900746	regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	21	2	1.23	+	1.62	3.67E-01	9.99E-01
GO:0050764	regulation of phagocytosis (GO:0050764)	105	10	6.17	+	1.62	1.48E-01	6.75E-01
GO:0030903	notochord development (GO:0030903)	21	2	1.23	+	1.62	3.67E-01	9.98E-01
GO:1900369	negative regulation of post-transcriptional gene silencing by RNA (GO:1900369)	21	2	1.23	+	1.62	3.67E-01	9.98E-01
GO:0009250	glucan biosynthetic process (GO:0009250)	21	2	1.23	+	1.62	3.67E-01	9.98E-01
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	21	2	1.23	+	1.62	3.67E-01	9.98E-01
GO:0010984	regulation of lipoprotein particle clearance (GO:0010984)	21	2	1.23	+	1.62	3.67E-01	9.98E-01
GO:0030520	intracellular estrogen receptor signaling pathway (GO:0030520)	21	2	1.23	+	1.62	3.67E-01	9.98E-01
GO:0030510	regulation of BMP signaling pathway (GO:0030510)	105	10	6.17	+	1.62	1.48E-01	6.75E-01
GO:0062014	negative regulation of small molecule metabolic process (GO:0062014)	105	10	6.17	+	1.62	1.48E-01	6.75E-01
GO:0042304	regulation of fatty acid biosynthetic process (GO:0042304)	42	4	2.47	+	1.62	3.23E-01	9.57E-01
GO:0060967	negative regulation of gene silencing by RNA (GO:0060967)	21	2	1.23	+	1.62	3.67E-01	9.97E-01
GO:0008340	determination of adult lifespan (GO:0008340)	21	2	1.23	+	1.62	3.67E-01	9.97E-01
GO:0002902	regulation of B cell apoptotic process (GO:0002902)	21	2	1.23	+	1.62	3.67E-01	9.97E-01
GO:0048813	dendrite morphogenesis (GO:0048813)	63	6	3.70	+	1.62	2.81E-01	8.94E-01
GO:0006109	regulation of carbohydrate metabolic process (GO:0006109)	189	18	11.10	+	1.62	6.42E-02	4.39E-01
GO:0043903	regulation of biological process involved in symbiotic interaction (GO:0043903)	63	6	3.70	+	1.62	2.81E-01	8.93E-01
GO:0006081	cellular aldehyde metabolic process (GO:0006081)	63	6	3.70	+	1.62	2.81E-01	8.93E-01
GO:0043087	regulation of GTPase activity (GO:0043087)	378	36	22.20	+	1.62	8.74E-03	1.14E-01
GO:0061572	actin filament bundle organization (GO:0061572)	63	6	3.70	+	1.62	2.81E-01	8.93E-01
GO:0060491	regulation of cell projection assembly (GO:0060491)	200	19	11.74	+	1.62	5.20E-02	3.92E-01
GO:1902105	regulation of leukocyte differentiation (GO:1902105)	316	30	18.56	+	1.62	1.70E-02	1.86E-01
GO:0010675	regulation of cellular carbohydrate metabolic process (GO:0010675)	158	15	9.28	+	1.62	9.16E-02	5.39E-01
GO:1903052	positive regulation of proteolysis involved in protein catabolic process (GO:1903052)	137	13	8.04	+	1.62	1.04E-01	5.83E-01
GO:0009855	determination of bilateral symmetry (GO:0009855)	137	13	8.04	+	1.62	1.04E-01	5.83E-01
GO:0031396	regulation of protein ubiquitination (GO:0031396)	211	20	12.39	+	1.61	4.29E-02	3.38E-01
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	95	9	5.58	+	1.61	1.90E-01	7.43E-01
GO:0060606	tube closure (GO:0060606)	95	9	5.58	+	1.61	1.90E-01	7.43E-01
GO:0051050	positive regulation of transport (GO:0051050)	919	87	53.96	+	1.61	3.87E-05	1.24E-03
GO:0048519	negative regulation of biological process (GO:0048519)	5314	503	312.04	+	1.61	6.68E-31	1.05E-27
GO:0023051	regulation of signaling (GO:0023051)	3381	320	198.53	+	1.61	1.36E-17	4.44E-15
GO:0009416	response to light stimulus (GO:0009416)	317	30	18.61	+	1.61	1.72E-02	1.85E-01
GO:0050921	positive regulation of chemotaxis (GO:0050921)	148	14	8.69	+	1.61	8.53E-02	5.23E-01
GO:0009410	response to xenobiotic stimulus (GO:0009410)	423	40	24.84	+	1.61	5.37E-03	7.96E-02
GO:0042593	glucose homeostasis (GO:0042593)	201	19	11.80	+	1.61	5.28E-02	3.95E-01
GO:0006281	DNA repair (GO:0006281)	508	48	29.83	+	1.61	2.51E-03	4.34E-02
GO:0010638	positive regulation of organelle organization (GO:0010638)	508	48	29.83	+	1.61	2.51E-03	4.33E-02
GO:0010646	regulation of cell communication (GO:0010646)	3369	318	197.83	+	1.61	2.47E-17	7.30E-15
GO:0002639	positive regulation of immunoglobulin production (GO:0002639)	53	5	3.11	+	1.61	2.54E-01	8.33E-01
GO:0010043	response to zinc ion (GO:0010043)	53	5	3.11	+	1.61	2.54E-01	8.33E-01
GO:0007140	male meiotic nuclear division (GO:0007140)	53	5	3.11	+	1.61	2.54E-01	8.33E-01
GO:0007129	homologous chromosome pairing at meiosis (GO:0007129)	53	5	3.11	+	1.61	2.54E-01	8.33E-01
GO:0051703	biological process involved in intraspecies interaction between organisms (GO:0051703)	53	5	3.11	+	1.61	2.54E-01	8.33E-01
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	53	5	3.11	+	1.61	2.54E-01	8.33E-01
GO:0009409	response to cold (GO:0009409)	53	5	3.11	+	1.61	2.54E-01	8.32E-01
GO:0035176	social behavior (GO:0035176)	53	5	3.11	+	1.61	2.54E-01	8.32E-01
GO:0009799	specification of symmetry (GO:0009799)	138	13	8.10	+	1.60	1.06E-01	5.93E-01
GO:0007269	neurotransmitter secretion (GO:0007269)	85	8	4.99	+	1.60	1.76E-01	7.07E-01
GO:0099643	signal release from synapse (GO:0099643)	85	8	4.99	+	1.60	1.76E-01	7.07E-01
GO:0022405	hair cycle process (GO:0022405)	85	8	4.99	+	1.60	1.76E-01	7.06E-01
GO:0022404	molting cycle process (GO:0022404)	85	8	4.99	+	1.60	1.76E-01	7.06E-01
GO:0060828	regulation of canonical Wnt signaling pathway (GO:0060828)	255	24	14.97	+	1.60	3.38E-02	2.92E-01
GO:0033500	carbohydrate homeostasis (GO:0033500)	202	19	11.86	+	1.60	5.38E-02	3.88E-01
GO:0034612	response to tumor necrosis factor (GO:0034612)	202	19	11.86	+	1.60	5.38E-02	3.87E-01
GO:0009966	regulation of signal transduction (GO:0009966)	2989	281	175.52	+	1.60	6.22E-15	1.28E-12
GO:0048880	sensory system development (GO:0048880)	394	37	23.14	+	1.60	7.76E-03	1.03E-01
GO:0060390	regulation of SMAD protein signal transduction (GO:0060390)	32	3	1.88	+	1.60	4.42E-01	1.00E00
GO:0006879	cellular iron ion homeostasis (GO:0006879)	64	6	3.76	+	1.60	2.85E-01	8.99E-01
GO:0001654	eye development (GO:0001654)	384	36	22.55	+	1.60	9.43E-03	1.20E-01
GO:0032374	regulation of cholesterol transport (GO:0032374)	64	6	3.76	+	1.60	2.85E-01	8.98E-01
GO:0032371	regulation of sterol transport (GO:0032371)	64	6	3.76	+	1.60	2.85E-01	8.98E-01
GO:0051482	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway (GO:0051482)	32	3	1.88	+	1.60	4.42E-01	1.00E00
GO:0009798	axis specification (GO:0009798)	96	9	5.64	+	1.60	1.93E-01	7.52E-01
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	32	3	1.88	+	1.60	4.42E-01	1.00E00
GO:0031116	positive regulation of microtubule polymerization (GO:0031116)	32	3	1.88	+	1.60	4.42E-01	1.00E00
GO:0035306	positive regulation of dephosphorylation (GO:0035306)	64	6	3.76	+	1.60	2.85E-01	8.98E-01
GO:0046685	response to arsenic-containing substance (GO:0046685)	32	3	1.88	+	1.60	4.42E-01	1.00E00
GO:0061036	positive regulation of cartilage development (GO:0061036)	32	3	1.88	+	1.60	4.42E-01	1.00E00
GO:0051247	positive regulation of protein metabolic process (GO:0051247)	1515	142	88.96	+	1.60	1.75E-07	9.48E-06
GO:0010595	positive regulation of endothelial cell migration (GO:0010595)	107	10	6.28	+	1.59	1.54E-01	6.98E-01
GO:0070925	organelle assembly (GO:0070925)	803	75	47.15	+	1.59	2.08E-04	5.20E-03
GO:0030111	regulation of Wnt signaling pathway (GO:0030111)	332	31	19.50	+	1.59	1.98E-02	2.05E-01
GO:0030001	metal ion transport (GO:0030001)	632	59	37.11	+	1.59	9.47E-04	1.92E-02
GO:0016239	positive regulation of macroautophagy (GO:0016239)	75	7	4.40	+	1.59	2.23E-01	7.82E-01
GO:0051091	positive regulation of DNA-binding transcription factor activity (GO:0051091)	268	25	15.74	+	1.59	3.82E-02	3.20E-01
GO:0043009	chordate embryonic development (GO:0043009)	655	61	38.46	+	1.59	8.50E-04	1.76E-02
GO:0009792	embryo development ending in birth or egg hatching (GO:0009792)	677	63	39.75	+	1.58	7.54E-04	1.59E-02
