GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0005506	iron ion binding (GO:0005506)	156	13	9.16	+	1.42	2.34E-01	1.00E00
GO:0070412	R-SMAD binding (GO:0070412)	24	2	1.41	+	1.42	6.54E-01	1.00E00
GO:0050839	cell adhesion molecule binding (GO:0050839)	552	46	32.41	+	1.42	2.34E-02	5.98E-01
GO:0015149	hexose transmembrane transporter activity (GO:0015149)	24	2	1.41	+	1.42	6.54E-01	1.00E00
GO:0005355	glucose transmembrane transporter activity (GO:0005355)	24	2	1.41	+	1.42	6.54E-01	1.00E00
GO:0016895	exodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016895)	24	2	1.41	+	1.42	6.54E-01	1.00E00
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861)	12	1	.70	+	1.42	5.24E-01	1.00E00
GO:0005221	intracellular cyclic nucleotide activated cation channel activity (GO:0005221)	12	1	.70	+	1.42	5.24E-01	1.00E00
GO:0042974	nuclear retinoic acid receptor binding (GO:0042974)	24	2	1.41	+	1.42	6.54E-01	1.00E00
GO:0005165	neurotrophin receptor binding (GO:0005165)	12	1	.70	+	1.42	5.24E-01	1.00E00
GO:0030234	enzyme regulator activity (GO:0030234)	1275	106	74.87	+	1.42	6.45E-04	5.10E-02
GO:0015399	primary active transmembrane transporter activity (GO:0015399)	170	14	9.98	+	1.40	2.54E-01	1.00E00
GO:0003684	damaged DNA binding (GO:0003684)	73	6	4.29	+	1.40	4.52E-01	1.00E00
GO:0005507	copper ion binding (GO:0005507)	61	5	3.58	+	1.40	4.16E-01	1.00E00
GO:0005216	ion channel activity (GO:0005216)	452	37	26.54	+	1.39	5.67E-02	9.23E-01
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters (GO:0016893)	49	4	2.88	+	1.39	5.38E-01	1.00E00
GO:0042887	amide transmembrane transporter activity (GO:0042887)	37	3	2.17	+	1.38	4.86E-01	1.00E00
GO:0008528	G protein-coupled peptide receptor activity (GO:0008528)	148	12	8.69	+	1.38	2.94E-01	1.00E00
GO:0005126	cytokine receptor binding (GO:0005126)	272	22	15.97	+	1.38	1.56E-01	1.00E00
GO:0019899	enzyme binding (GO:0019899)	2103	170	123.49	+	1.38	4.55E-05	5.26E-03
GO:0008289	lipid binding (GO:0008289)	837	67	49.15	+	1.36	1.72E-02	4.98E-01
GO:0005112	Notch binding (GO:0005112)	25	2	1.47	+	1.36	6.60E-01	1.00E00
GO:0003887	DNA-directed DNA polymerase activity (GO:0003887)	25	2	1.47	+	1.36	6.60E-01	1.00E00
GO:0008266	poly(U) RNA binding (GO:0008266)	25	2	1.47	+	1.36	6.60E-01	1.00E00
GO:0015271	outward rectifier potassium channel activity (GO:0015271)	25	2	1.47	+	1.36	6.60E-01	1.00E00
GO:0005249	voltage-gated potassium channel activity (GO:0005249)	100	8	5.87	+	1.36	3.94E-01	1.00E00
GO:0016772	transferase activity, transferring phosphorus-containing groups (GO:0016772)	919	73	53.96	+	1.35	1.29E-02	4.27E-01
GO:0032934	sterol binding (GO:0032934)	63	5	3.70	+	1.35	4.28E-01	1.00E00
GO:0000146	microfilament motor activity (GO:0000146)	38	3	2.23	+	1.34	4.95E-01	1.00E00
GO:0008395	steroid hydroxylase activity (GO:0008395)	38	3	2.23	+	1.34	4.95E-01	1.00E00
GO:0030246	carbohydrate binding (GO:0030246)	281	22	16.50	+	1.33	2.04E-01	1.00E00
GO:0001618	virus receptor activity (GO:0001618)	77	6	4.52	+	1.33	4.67E-01	1.00E00
GO:0015267	channel activity (GO:0015267)	502	39	29.48	+	1.32	8.72E-02	1.00E00
GO:0022803	passive transmembrane transporter activity (GO:0022803)	503	39	29.54	+	1.32	1.05E-01	1.00E00
GO:0008270	zinc ion binding (GO:0008270)	840	65	49.33	+	1.32	3.13E-02	7.06E-01
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	39	3	2.29	+	1.31	5.05E-01	1.00E00
GO:0140612	DNA damage sensor activity (GO:0140612)	26	2	1.53	+	1.31	6.67E-01	1.00E00
GO:0017025	TBP-class protein binding (GO:0017025)	26	2	1.53	+	1.31	6.67E-01	1.00E00
GO:0005035	death receptor activity (GO:0005035)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0140597	protein carrier chaperone (GO:0140597)	26	2	1.53	+	1.31	6.67E-01	1.00E00
GO:0004520	endodeoxyribonuclease activity (GO:0004520)	39	3	2.29	+	1.31	5.05E-01	1.00E00
GO:0030695	GTPase regulator activity (GO:0030695)	494	38	29.01	+	1.31	1.03E-01	1.00E00
GO:0097602	cullin family protein binding (GO:0097602)	26	2	1.53	+	1.31	6.67E-01	1.00E00
GO:0045159	myosin II binding (GO:0045159)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0140272	exogenous protein binding (GO:0140272)	78	6	4.58	+	1.31	4.71E-01	1.00E00
GO:0004000	adenosine deaminase activity (GO:0004000)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0089720	caspase binding (GO:0089720)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0008253	5'-nucleotidase activity (GO:0008253)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0097157	pre-mRNA intronic binding (GO:0097157)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0005536	glucose binding (GO:0005536)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0034450	ubiquitin-ubiquitin ligase activity (GO:0034450)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0010485	H4 histone acetyltransferase activity (GO:0010485)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0060590	ATPase regulator activity (GO:0060590)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0060589	nucleoside-triphosphatase regulator activity (GO:0060589)	494	38	29.01	+	1.31	1.03E-01	1.00E00
GO:0015166	polyol transmembrane transporter activity (GO:0015166)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0005319	lipid transporter activity (GO:0005319)	169	13	9.92	+	1.31	3.28E-01	1.00E00
GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891)	39	3	2.29	+	1.31	5.05E-01	1.00E00
GO:0016840	carbon-nitrogen lyase activity (GO:0016840)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0004859	phospholipase inhibitor activity (GO:0004859)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0043560	insulin receptor substrate binding (GO:0043560)	13	1	.76	+	1.31	5.50E-01	1.00E00
GO:0016776	phosphotransferase activity, phosphate group as acceptor (GO:0016776)	39	3	2.29	+	1.31	5.05E-01	1.00E00
GO:0072349	modified amino acid transmembrane transporter activity (GO:0072349)	26	2	1.53	+	1.31	6.67E-01	1.00E00
GO:0000987	cis-regulatory region sequence-specific DNA binding (GO:0000987)	1231	94	72.29	+	1.30	1.32E-02	4.34E-01
GO:0031490	chromatin DNA binding (GO:0031490)	118	9	6.93	+	1.30	4.33E-01	1.00E00
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	1210	92	71.05	+	1.29	1.74E-02	5.01E-01
GO:0019904	protein domain specific binding (GO:0019904)	689	52	40.46	+	1.29	8.56E-02	1.00E00
GO:0015485	cholesterol binding (GO:0015485)	53	4	3.11	+	1.29	5.58E-01	1.00E00
GO:0019829	ATPase-coupled cation transmembrane transporter activity (GO:0019829)	53	4	3.11	+	1.29	5.58E-01	1.00E00
GO:0000287	magnesium ion binding (GO:0000287)	226	17	13.27	+	1.28	3.22E-01	1.00E00
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)	40	3	2.35	+	1.28	5.15E-01	1.00E00
GO:0030674	protein-macromolecule adaptor activity (GO:0030674)	348	26	20.43	+	1.27	2.53E-01	1.00E00
GO:0004364	glutathione transferase activity (GO:0004364)	27	2	1.59	+	1.26	6.74E-01	1.00E00
GO:0005544	calcium-dependent phospholipid binding (GO:0005544)	54	4	3.17	+	1.26	5.63E-01	1.00E00
GO:0015145	monosaccharide transmembrane transporter activity (GO:0015145)	27	2	1.59	+	1.26	6.74E-01	1.00E00
GO:1990837	sequence-specific double-stranded DNA binding (GO:1990837)	1594	118	93.60	+	1.26	1.32E-02	4.33E-01
GO:0060090	molecular adaptor activity (GO:0060090)	488	36	28.66	+	1.26	1.76E-01	1.00E00
GO:0043167	ion binding (GO:0043167)	6088	449	357.49	+	1.26	4.54E-08	1.50E-05
GO:0008235	metalloexopeptidase activity (GO:0008235)	68	5	3.99	+	1.25	6.03E-01	1.00E00
GO:0004175	endopeptidase activity (GO:0004175)	449	33	26.37	+	1.25	2.26E-01	1.00E00
GO:0042393	histone binding (GO:0042393)	259	19	15.21	+	1.25	3.54E-01	1.00E00
GO:0033218	amide binding (GO:0033218)	410	30	24.08	+	1.25	2.46E-01	1.00E00
GO:0043565	sequence-specific DNA binding (GO:0043565)	1700	124	99.83	+	1.24	1.85E-02	5.27E-01
GO:0003690	double-stranded DNA binding (GO:0003690)	1695	123	99.53	+	1.24	2.12E-02	5.61E-01
GO:0008022	protein C-terminus binding (GO:0008022)	193	14	11.33	+	1.24	4.43E-01	1.00E00
GO:0046914	transition metal ion binding (GO:0046914)	1119	81	65.71	+	1.23	6.89E-02	1.00E00
GO:0016787	hydrolase activity (GO:0016787)	2402	172	141.05	+	1.22	8.89E-03	3.38E-01
GO:0031386	protein tag (GO:0031386)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0045504	dynein heavy chain binding (GO:0045504)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0017018	myosin phosphatase activity (GO:0017018)	84	6	4.93	+	1.22	6.40E-01	1.00E00
GO:0004559	alpha-mannosidase activity (GO:0004559)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0015926	glucosidase activity (GO:0015926)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0043023	ribosomal large subunit binding (GO:0043023)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0045028	G protein-coupled purinergic nucleotide receptor activity (GO:0045028)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity (GO:0044594)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0019992	diacylglycerol binding (GO:0019992)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0016004	phospholipase activator activity (GO:0016004)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0042043	neurexin family protein binding (GO:0042043)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0008187	poly-pyrimidine tract binding (GO:0008187)	28	2	1.64	+	1.22	6.82E-01	1.00E00
GO:0015250	water channel activity (GO:0015250)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters (GO:0016894)	14	1	.82	+	1.22	5.75E-01	1.00E00
GO:0016875	ligase activity, forming carbon-oxygen bonds (GO:0016875)	42	3	2.47	+	1.22	7.38E-01	1.00E00
GO:0004812	aminoacyl-tRNA ligase activity (GO:0004812)	42	3	2.47	+	1.22	7.38E-01	1.00E00
GO:0017124	SH3 domain binding (GO:0017124)	126	9	7.40	+	1.22	5.68E-01	1.00E00
GO:0000976	transcription cis-regulatory region binding (GO:0000976)	1536	109	90.19	+	1.21	4.98E-02	9.04E-01
GO:0001067	transcription regulatory region nucleic acid binding (GO:0001067)	1538	109	90.31	+	1.21	5.01E-02	9.06E-01
GO:0008238	exopeptidase activity (GO:0008238)	99	7	5.81	+	1.20	5.28E-01	1.00E00
GO:0022890	inorganic cation transmembrane transporter activity (GO:0022890)	609	43	35.76	+	1.20	2.24E-01	1.00E00
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	329	23	19.32	+	1.19	4.10E-01	1.00E00
GO:0004721	phosphoprotein phosphatase activity (GO:0004721)	186	13	10.92	+	1.19	5.32E-01	1.00E00
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific (GO:0000981)	1389	97	81.56	+	1.19	8.86E-02	1.00E00
GO:0019205	nucleobase-containing compound kinase activity (GO:0019205)	43	3	2.52	+	1.19	7.41E-01	1.00E00
GO:0015144	carbohydrate transmembrane transporter activity (GO:0015144)	43	3	2.52	+	1.19	7.41E-01	1.00E00
GO:0046872	metal ion binding (GO:0046872)	4292	299	252.03	+	1.19	1.58E-03	9.36E-02
GO:0003677	DNA binding (GO:0003677)	2515	175	147.68	+	1.18	2.18E-02	5.70E-01
GO:0008233	peptidase activity (GO:0008233)	633	44	37.17	+	1.18	2.67E-01	1.00E00
GO:0003700	DNA-binding transcription factor activity (GO:0003700)	1441	100	84.62	+	1.18	9.42E-02	1.00E00
GO:0005515	protein binding (GO:0005515)	14448	999	848.40	+	1.18	3.94E-22	1.96E-18
GO:0043169	cation binding (GO:0043169)	4383	303	257.37	+	1.18	2.19E-03	1.20E-01
GO:0001217	DNA-binding transcription repressor activity (GO:0001217)	333	23	19.55	+	1.18	4.14E-01	1.00E00
GO:0004693	cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	29	2	1.70	+	1.17	6.90E-01	1.00E00
GO:0003785	actin monomer binding (GO:0003785)	29	2	1.70	+	1.17	6.90E-01	1.00E00
GO:0097472	cyclin-dependent protein kinase activity (GO:0097472)	29	2	1.70	+	1.17	6.90E-01	1.00E00
GO:0051119	sugar transmembrane transporter activity (GO:0051119)	29	2	1.70	+	1.17	6.90E-01	1.00E00
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	1436	98	84.32	+	1.16	1.33E-01	1.00E00
GO:0030547	signaling receptor inhibitor activity (GO:0030547)	44	3	2.58	+	1.16	7.45E-01	1.00E00
GO:0016209	antioxidant activity (GO:0016209)	88	6	5.17	+	1.16	6.50E-01	1.00E00
GO:0034212	peptide N-acetyltransferase activity (GO:0034212)	44	3	2.58	+	1.16	7.45E-01	1.00E00
GO:0051020	GTPase binding (GO:0051020)	308	21	18.09	+	1.16	4.67E-01	1.00E00
GO:0140110	transcription regulator activity (GO:0140110)	1958	133	114.98	+	1.16	8.77E-02	1.00E00
GO:0019208	phosphatase regulator activity (GO:0019208)	118	8	6.93	+	1.15	6.94E-01	1.00E00
GO:0050660	flavin adenine dinucleotide binding (GO:0050660)	89	6	5.23	+	1.15	6.53E-01	1.00E00
GO:0140375	immune receptor activity (GO:0140375)	149	10	8.75	+	1.14	6.03E-01	1.00E00
GO:0019842	vitamin binding (GO:0019842)	149	10	8.75	+	1.14	6.03E-01	1.00E00
GO:0003714	transcription corepressor activity (GO:0003714)	194	13	11.39	+	1.14	6.45E-01	1.00E00
GO:0008324	cation transmembrane transporter activity (GO:0008324)	658	44	38.64	+	1.14	4.01E-01	1.00E00
GO:0015318	inorganic molecular entity transmembrane transporter activity (GO:0015318)	748	50	43.92	+	1.14	3.45E-01	1.00E00
GO:0022804	active transmembrane transporter activity (GO:0022804)	419	28	24.60	+	1.14	4.66E-01	1.00E00
GO:0005041	low-density lipoprotein particle receptor activity (GO:0005041)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0015929	hexosaminidase activity (GO:0015929)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0015923	mannosidase activity (GO:0015923)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0046966	nuclear thyroid hormone receptor binding (GO:0046966)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0047372	acylglycerol lipase activity (GO:0047372)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0016208	AMP binding (GO:0016208)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0004089	carbonate dehydratase activity (GO:0004089)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0070742	C2H2 zinc finger domain binding (GO:0070742)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0008252	nucleotidase activity (GO:0008252)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0005545	1-phosphatidylinositol binding (GO:0005545)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0015299	solute:proton antiporter activity (GO:0015299)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0005451	monovalent cation:proton antiporter activity (GO:0005451)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0008028	monocarboxylic acid transmembrane transporter activity (GO:0008028)	60	4	3.52	+	1.14	7.81E-01	1.00E00
GO:0016846	carbon-sulfur lyase activity (GO:0016846)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0043548	phosphatidylinositol 3-kinase binding (GO:0043548)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0071933	Arp2/3 complex binding (GO:0071933)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0004715	non-membrane spanning protein tyrosine kinase activity (GO:0004715)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0016791	phosphatase activity (GO:0016791)	286	19	16.79	+	1.13	6.13E-01	1.00E00
GO:0042277	peptide binding (GO:0042277)	333	22	19.55	+	1.13	5.59E-01	1.00E00
GO:0005488	binding (GO:0005488)	16594	1093	974.41	+	1.12	1.13E-19	2.81E-16
GO:0004521	endoribonuclease activity (GO:0004521)	76	5	4.46	+	1.12	8.05E-01	1.00E00
GO:0005230	extracellular ligand-gated ion channel activity (GO:0005230)	76	5	4.46	+	1.12	8.05E-01	1.00E00
GO:0044389	ubiquitin-like protein ligase binding (GO:0044389)	320	21	18.79	+	1.12	6.32E-01	1.00E00
GO:0070063	RNA polymerase binding (GO:0070063)	61	4	3.58	+	1.12	7.83E-01	1.00E00
GO:0005543	phospholipid binding (GO:0005543)	475	31	27.89	+	1.11	5.55E-01	1.00E00
GO:0097159	organic cyclic compound binding (GO:0097159)	6054	395	355.49	+	1.11	1.64E-02	4.92E-01
GO:0005215	transporter activity (GO:0005215)	1243	81	72.99	+	1.11	3.52E-01	1.00E00
GO:0031267	small GTPase binding (GO:0031267)	277	18	16.27	+	1.11	6.10E-01	1.00E00
GO:1901363	heterocyclic compound binding (GO:1901363)	5983	387	351.33	+	1.10	2.93E-02	6.77E-01
GO:0016829	lyase activity (GO:0016829)	201	13	11.80	+	1.10	6.54E-01	1.00E00
GO:0022857	transmembrane transporter activity (GO:0022857)	1129	73	66.30	+	1.10	3.99E-01	1.00E00
GO:0052689	carboxylic ester hydrolase activity (GO:0052689)	155	10	9.10	+	1.10	7.32E-01	1.00E00
GO:0005310	dicarboxylic acid transmembrane transporter activity (GO:0005310)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0016788	hydrolase activity, acting on ester bonds (GO:0016788)	775	50	45.51	+	1.10	4.86E-01	1.00E00
GO:0051082	unfolded protein binding (GO:0051082)	124	8	7.28	+	1.10	7.04E-01	1.00E00
GO:0043425	bHLH transcription factor binding (GO:0043425)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0004722	protein serine/threonine phosphatase activity (GO:0004722)	109	7	6.40	+	1.09	8.37E-01	1.00E00
GO:0015075	ion transmembrane transporter activity (GO:0015075)	859	55	50.44	+	1.09	5.06E-01	1.00E00
GO:0030544	Hsp70 protein binding (GO:0030544)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0008188	neuropeptide receptor activity (GO:0008188)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0060089	molecular transducer activity (GO:0060089)	1554	99	91.25	+	1.08	4.02E-01	1.00E00
GO:0038023	signaling receptor activity (GO:0038023)	1554	99	91.25	+	1.08	4.02E-01	1.00E00
GO:0000149	SNARE binding (GO:0000149)	110	7	6.46	+	1.08	8.38E-01	1.00E00
GO:0008080	N-acetyltransferase activity (GO:0008080)	63	4	3.70	+	1.08	7.88E-01	1.00E00
GO:0005254	chloride channel activity (GO:0005254)	79	5	4.64	+	1.08	8.10E-01	1.00E00
GO:0031625	ubiquitin protein ligase binding (GO:0031625)	301	19	17.67	+	1.07	7.12E-01	1.00E00
GO:0003674	molecular_function (GO:0003674)	18292	1154	1074.12	+	1.07	2.02E-15	2.52E-12
GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating (GO:0061809)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0003953	NAD+ nucleosidase activity (GO:0003953)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0016307	phosphatidylinositol phosphate kinase activity (GO:0016307)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0140318	protein transporter activity (GO:0140318)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity (GO:0046935)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0050135	NAD(P)+ nucleosidase activity (GO:0050135)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0022841	potassium ion leak channel activity (GO:0022841)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:1904680	peptide transmembrane transporter activity (GO:1904680)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0035198	miRNA binding (GO:0035198)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0030275	LRR domain binding (GO:0030275)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0008242	omega peptidase activity (GO:0008242)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0051427	hormone receptor binding (GO:0051427)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0050780	dopamine receptor binding (GO:0050780)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0004707	MAP kinase activity (GO:0004707)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0005159	insulin-like growth factor receptor binding (GO:0005159)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0140096	catalytic activity, acting on a protein (GO:0140096)	2325	144	136.53	+	1.05	5.13E-01	1.00E00
GO:0003824	catalytic activity (GO:0003824)	5610	344	329.42	+	1.04	3.70E-01	1.00E00
GO:0004402	histone acetyltransferase activity (GO:0004402)	33	2	1.94	+	1.03	7.21E-01	1.00E00
GO:0019888	protein phosphatase regulator activity (GO:0019888)	99	6	5.81	+	1.03	8.31E-01	1.00E00
GO:0050699	WW domain binding (GO:0050699)	33	2	1.94	+	1.03	7.21E-01	1.00E00
GO:0004888	transmembrane signaling receptor activity (GO:0004888)	1332	80	78.22	+	1.02	8.10E-01	1.00E00
GO:0022835	transmitter-gated channel activity (GO:0022835)	67	4	3.93	+	1.02	7.98E-01	1.00E00
GO:0022824	transmitter-gated ion channel activity (GO:0022824)	67	4	3.93	+	1.02	7.98E-01	1.00E00
GO:0003713	transcription coactivator activity (GO:0003713)	288	17	16.91	+	1.01	9.00E-01	1.00E00
GO:0048038	quinone binding (GO:0048038)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0055102	lipase inhibitor activity (GO:0055102)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0043024	ribosomal small subunit binding (GO:0043024)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0030548	acetylcholine receptor regulator activity (GO:0030548)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0140104	molecular carrier activity (GO:0140104)	85	5	4.99	+	1.00	1.00E00	1.00E00
GO:0099602	neurotransmitter receptor regulator activity (GO:0099602)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0030169	low-density lipoprotein particle binding (GO:0030169)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	85	5	4.99	+	1.00	1.00E00	1.00E00
GO:0005372	water transmembrane transporter activity (GO:0005372)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0015116	sulfate transmembrane transporter activity (GO:0015116)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0005324	long-chain fatty acid transporter activity (GO:0005324)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0004865	protein serine/threonine phosphatase inhibitor activity (GO:0004865)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0016805	dipeptidase activity (GO:0016805)	17	1	1.00	+	1.00	1.00E00	1.00E00
GO:0043531	ADP binding (GO:0043531)	34	2	2.00	+	1.00	1.00E00	1.00E00
GO:0051540	metal cluster binding (GO:0051540)	69	4	4.05	-	.99	1.00E00	1.00E00
GO:0051536	iron-sulfur cluster binding (GO:0051536)	69	4	4.05	-	.99	1.00E00	1.00E00
